query_text,department
"rash, insomnia, shortness of breath, joint pain, swelling, blurred vision",Orthopedics
"headache, fever, chest pain, runny nose, fatigue, weight gain",ENT
"back pain, runny nose, shortness of breath, fever, nausea, rash",ENT
"joint pain, abdominal pain, sore throat, nausea, depression, headache, rash",Gastroenterology
"shortness of breath, appetite loss, swelling, insomnia",Pulmonology
"joint pain, sneezing, anxiety, insomnia, nausea, weight gain",Pulmonology
"headache, blurred vision, dizziness, weight gain, rash",Neurology
"fever, tremors, back pain",Pulmonology
"fatigue, nausea, back pain, joint pain",Psychiatry
"shortness of breath, fatigue, cough, back pain, sore throat, runny nose, rash",General Medicine
"dizziness, fatigue, blurred vision, runny nose",Pulmonology
"vomiting, tremors, shortness of breath, sneezing, runny nose, insomnia, chest pain",ENT
"sweating, abdominal pain, appetite loss, vomiting, sore throat, weight gain",Endocrinology
"cough, appetite loss, headache, fever",Pulmonology
"dizziness, nausea, insomnia",Neurology
"sweating, vomiting, weight gain, sneezing",Neurology
"tremors, headache, appetite loss, sore throat, runny nose, muscle pain, depression",ENT
"appetite loss, abdominal pain, chest pain, fatigue",Pulmonology
"weight loss, dizziness, fever, diarrhea, chest pain, shortness of breath, joint pain",General Medicine
"chest pain, sore throat, weight loss, weight gain",ENT
"joint pain, anxiety, cough, weight loss, blurred vision",Neurology
"depression, fever, cough, dizziness, muscle pain",Pulmonology
"headache, vomiting, weight loss",Gastroenterology
"diarrhea, sneezing, sore throat",Pulmonology
"rash, sore throat, muscle pain",ENT
"sneezing, headache, shortness of breath, back pain, cough, fatigue, swelling",Orthopedics
"muscle pain, sneezing, chest pain, appetite loss, tremors",General Medicine
"weight loss, anxiety, tremors, joint pain",Orthopedics
"sneezing, cough, joint pain, swelling, appetite loss, blurred vision, headache",Orthopedics
"fatigue, runny nose, anxiety, rash",Neurology
"diarrhea, sore throat, weight gain",ENT
"weight gain, cough, appetite loss, fever, back pain, diarrhea, sweating",Endocrinology
"chest pain, cough, dizziness, rash",Dermatology
"anxiety, joint pain, sneezing, insomnia",Orthopedics
"weight loss, vomiting, sneezing, blurred vision, back pain",Pulmonology
"rash, swelling, weight loss, chest pain, tremors",Dermatology
"sneezing, shortness of breath, sore throat, vomiting, headache, abdominal pain, diarrhea",ENT
"back pain, sweating, appetite loss, headache, cough",Pulmonology
"fatigue, fever, sneezing, cough, shortness of breath, back pain",General Medicine
"cough, shortness of breath, tremors",Psychiatry
"joint pain, runny nose, cough, diarrhea, vomiting, tremors",ENT
"insomnia, chest pain, cough",Neurology
"swelling, dizziness, shortness of breath, tremors, weight gain, vomiting, fever",Pulmonology
"appetite loss, back pain, sweating, swelling, cough, fatigue",Orthopedics
"tremors, weight loss, runny nose, muscle pain, weight gain",Pulmonology
"joint pain, runny nose, back pain, diarrhea",Cardiology
"sore throat, diarrhea, swelling, weight loss, chest pain",Psychiatry
"shortness of breath, rash, tremors, insomnia, appetite loss, depression, anxiety",General Medicine
"sweating, shortness of breath, tremors, nausea, runny nose",ENT
"cough, rash, sneezing, depression, weight loss, vomiting",Dermatology
"anxiety, weight loss, dizziness, sore throat, runny nose",Pulmonology
"headache, diarrhea, depression, nausea, tremors, anxiety",Cardiology
"nausea, insomnia, abdominal pain",Pulmonology
"blurred vision, diarrhea, cough, tremors, shortness of breath, back pain, fever",General Medicine
"anxiety, diarrhea, rash",Dermatology
"abdominal pain, sore throat, diarrhea",ENT
"sore throat, depression, muscle pain, chest pain, headache, fever",Gastroenterology
"depression, rash, sneezing, chest pain, anxiety, fever",Gastroenterology
"appetite loss, weight gain, blurred vision, rash, vomiting, joint pain, sweating",Orthopedics
"swelling, depression, sore throat, appetite loss, diarrhea, weight gain",ENT
"weight loss, back pain, fatigue, abdominal pain, cough, anxiety",Neurology
"dizziness, shortness of breath, vomiting, weight gain, chest pain, diarrhea",Neurology
"dizziness, back pain, fatigue, blurred vision, diarrhea, runny nose",ENT
"weight loss, abdominal pain, sore throat, rash, depression",Pulmonology
"diarrhea, weight gain, headache, weight loss, tremors, muscle pain",Gastroenterology
"shortness of breath, appetite loss, chest pain, dizziness, swelling, fatigue, sore throat",ENT
"sneezing, depression, swelling, vomiting, nausea, runny nose, fever",ENT
"blurred vision, sneezing, back pain, fatigue, headache, cough, muscle pain",Cardiology
"abdominal pain, tremors, joint pain, muscle pain",Pulmonology
"diarrhea, blurred vision, chest pain, fatigue, dizziness, back pain, weight gain",Orthopedics
"sore throat, back pain, rash",Endocrinology
"chest pain, swelling, sneezing, blurred vision, headache, nausea",Gastroenterology
"fever, weight gain, rash, insomnia",Pulmonology
"nausea, abdominal pain, back pain, weight gain, shortness of breath, fatigue",Gastroenterology
"weight gain, abdominal pain, tremors",Gastroenterology
"swelling, nausea, headache, cough, sweating",Pulmonology
"weight gain, anxiety, dizziness, fatigue, rash",Neurology
"sneezing, runny nose, diarrhea, nausea, chest pain",ENT
"insomnia, shortness of breath, headache, fatigue",Pulmonology
"fever, anxiety, cough, weight loss",Pulmonology
"rash, vomiting, chest pain",Neurology
"headache, sweating, runny nose, chest pain, fatigue, blurred vision, back pain",ENT
"tremors, headache, shortness of breath",Cardiology
"back pain, appetite loss, diarrhea",Gastroenterology
"dizziness, shortness of breath, runny nose, depression, back pain, abdominal pain, insomnia",Endocrinology
"cough, muscle pain, fatigue, blurred vision, appetite loss",Pulmonology
"insomnia, sweating, depression, cough, appetite loss, back pain, fever",Psychiatry
"insomnia, vomiting, shortness of breath, sneezing",Pulmonology
"chest pain, headache, vomiting, depression, sore throat, abdominal pain",Endocrinology
"anxiety, joint pain, depression, weight gain, diarrhea",Orthopedics
"chest pain, sweating, diarrhea, insomnia",Neurology
"rash, weight loss, sneezing, chest pain, fatigue, diarrhea, back pain",Orthopedics
"diarrhea, insomnia, muscle pain, fatigue, nausea",Gastroenterology
"blurred vision, joint pain, headache, swelling, sneezing",Pulmonology
"fever, chest pain, shortness of breath, abdominal pain",Pulmonology
"shortness of breath, insomnia, dizziness, muscle pain, joint pain",Neurology
"cough, shortness of breath, sneezing, back pain, diarrhea",Orthopedics
"muscle pain, diarrhea, weight gain, nausea, weight loss, vomiting",Gastroenterology
"dizziness, headache, anxiety, weight loss, fever, back pain, joint pain",Orthopedics
"sore throat, depression, cough, abdominal pain, vomiting, rash, weight loss",ENT
"chest pain, appetite loss, nausea, rash",Dermatology
"fever, cough, tremors, swelling",Neurology
"cough, nausea, chest pain, appetite loss, fever, diarrhea",Pulmonology
"back pain, fatigue, sweating, appetite loss, joint pain",General Medicine
"tremors, sore throat, abdominal pain, back pain, blurred vision",Psychiatry
"anxiety, headache, fatigue, back pain, weight gain, joint pain, vomiting",Orthopedics
"muscle pain, abdominal pain, back pain, fever, chest pain",Psychiatry
"depression, weight gain, sneezing, joint pain, chest pain",Pulmonology
"shortness of breath, sneezing, chest pain, blurred vision, weight loss, abdominal pain, diarrhea",Pulmonology
"rash, swelling, weight loss, blurred vision, fatigue, runny nose",Endocrinology
"runny nose, rash, sneezing, weight gain",ENT
"appetite loss, depression, sore throat, fatigue",Gastroenterology
"weight gain, diarrhea, sore throat, headache, joint pain, anxiety",ENT
"swelling, diarrhea, cough, tremors, sneezing, shortness of breath, muscle pain",Endocrinology
"blurred vision, weight gain, anxiety, muscle pain, tremors",General Medicine
"appetite loss, sneezing, weight loss, sweating, dizziness, depression, diarrhea",Cardiology
"weight loss, back pain, sweating, sore throat, fatigue, muscle pain, swelling",Neurology
"back pain, fatigue, nausea, vomiting, runny nose, sweating, cough",Endocrinology
"sneezing, headache, back pain, weight loss, muscle pain, joint pain, fever",General Medicine
"abdominal pain, dizziness, anxiety, rash, weight gain",Dermatology
"insomnia, vomiting, appetite loss, anxiety, blurred vision, rash, abdominal pain",Dermatology
"dizziness, back pain, tremors, headache",Orthopedics
"fever, dizziness, muscle pain, nausea, headache, sneezing",Psychiatry
"vomiting, blurred vision, fatigue, weight loss",Gastroenterology
"runny nose, anxiety, nausea, sore throat, rash, depression, weight loss",General Medicine
"shortness of breath, chest pain, sweating, tremors",Pulmonology
"anxiety, swelling, joint pain, shortness of breath, weight loss",Orthopedics
"weight gain, headache, fatigue",Cardiology
"weight gain, fatigue, headache, appetite loss, abdominal pain",Endocrinology
"swelling, weight gain, anxiety, shortness of breath, back pain, appetite loss, insomnia",Gastroenterology
"vomiting, sore throat, appetite loss, anxiety",ENT
"dizziness, sore throat, cough",Neurology
"dizziness, chest pain, abdominal pain, swelling, fatigue, diarrhea",Gastroenterology
"blurred vision, sneezing, rash, chest pain, abdominal pain, dizziness",Dermatology
"nausea, depression, sweating, shortness of breath",Psychiatry
"sneezing, blurred vision, appetite loss, shortness of breath, insomnia, fatigue",Neurology
"fever, tremors, rash, runny nose",Gastroenterology
"vomiting, anxiety, weight loss, tremors, joint pain, rash",Endocrinology
"abdominal pain, vomiting, fever, weight gain, chest pain",Gastroenterology
"abdominal pain, fever, anxiety, shortness of breath, cough",Pulmonology
"cough, blurred vision, sweating, shortness of breath, swelling, depression",Neurology
"anxiety, depression, runny nose, sneezing, nausea, swelling",ENT
"cough, rash, fever",Psychiatry
"tremors, headache, sore throat, muscle pain",Endocrinology
"back pain, fever, dizziness, insomnia, appetite loss, blurred vision, nausea",General Medicine
"muscle pain, sweating, insomnia, appetite loss, cough, sore throat",ENT
"sore throat, nausea, runny nose, cough, shortness of breath",Endocrinology
"nausea, depression, back pain, fever, chest pain, shortness of breath",Neurology
"weight gain, sweating, blurred vision, sore throat, tremors, runny nose",Gastroenterology
"nausea, dizziness, weight gain",Endocrinology
"vomiting, depression, rash",Psychiatry
"sweating, insomnia, depression, tremors, vomiting",Gastroenterology
"blurred vision, chest pain, nausea, shortness of breath, headache, weight gain",General Medicine
"shortness of breath, vomiting, nausea, chest pain",Psychiatry
"sneezing, rash, weight gain",Cardiology
"sweating, depression, insomnia, nausea, cough, weight gain",Neurology
"blurred vision, muscle pain, rash, depression",Dermatology
"blurred vision, abdominal pain, weight loss, sweating, back pain",Cardiology
"shortness of breath, vomiting, runny nose, cough",Neurology
"sneezing, headache, runny nose, weight gain",General Medicine
"cough, dizziness, blurred vision, fatigue, depression, rash, fever",Dermatology
"depression, fatigue, nausea, rash, chest pain",Gastroenterology
"runny nose, appetite loss, anxiety",Endocrinology
"back pain, joint pain, sneezing, diarrhea, shortness of breath, rash",Orthopedics
"chest pain, cough, diarrhea, swelling, abdominal pain, fatigue",Pulmonology
"weight gain, fever, nausea, abdominal pain, appetite loss, chest pain",Gastroenterology
"swelling, headache, sweating, insomnia, dizziness, cough, sore throat",Cardiology
"nausea, runny nose, fever, insomnia, headache, vomiting",ENT
"diarrhea, tremors, vomiting, muscle pain",Pulmonology
"tremors, swelling, rash, fever, sneezing, nausea, appetite loss",Dermatology
"blurred vision, vomiting, sneezing, insomnia, joint pain, runny nose",ENT
"dizziness, swelling, headache, joint pain",Orthopedics
"anxiety, joint pain, weight loss, sore throat, rash, sneezing",Psychiatry
"nausea, swelling, diarrhea, rash, sweating, dizziness, abdominal pain",Dermatology
"sore throat, depression, diarrhea, headache, sneezing, vomiting",ENT
"dizziness, joint pain, depression",Orthopedics
"joint pain, insomnia, sweating, sneezing, cough",Orthopedics
"insomnia, abdominal pain, fatigue, runny nose, sore throat, rash",Endocrinology
"appetite loss, tremors, fever, nausea, dizziness, headache",Gastroenterology
"fever, sneezing, depression, insomnia, joint pain, muscle pain",Orthopedics
"back pain, depression, fatigue, anxiety, appetite loss",Orthopedics
"blurred vision, dizziness, weight loss, rash, fatigue, nausea",Gastroenterology
"sweating, anxiety, back pain, runny nose, muscle pain, cough, swelling",Cardiology
"runny nose, rash, cough, anxiety, insomnia, sweating",ENT
"swelling, sweating, fever, weight loss, shortness of breath",Pulmonology
"runny nose, dizziness, chest pain",ENT
"back pain, cough, weight loss, joint pain, diarrhea",Pulmonology
"back pain, headache, depression, sneezing",Pulmonology
"diarrhea, sweating, back pain, abdominal pain, weight gain, runny nose, cough",ENT
"anxiety, back pain, depression, appetite loss",General Medicine
"dizziness, depression, back pain",Endocrinology
"back pain, shortness of breath, depression, sore throat",ENT
"weight gain, shortness of breath, chest pain, anxiety",Psychiatry
"rash, weight gain, sneezing",Dermatology
"shortness of breath, abdominal pain, insomnia, cough",Endocrinology
"shortness of breath, fever, muscle pain, vomiting, appetite loss",Pulmonology
"runny nose, anxiety, appetite loss, depression, dizziness",Cardiology
"diarrhea, sore throat, anxiety, chest pain, back pain",ENT
"depression, anxiety, dizziness, weight loss, joint pain, sneezing",Orthopedics
"rash, sweating, runny nose, headache, tremors",Gastroenterology
